locationid;sessionid;groupid;recordid;start_time;end_time;latitude;longitude;language;survey_version;ssi01;ssi02;ssi03;ssi04;pleasant;chaotic;vibrant;uneventful;calm;annoying;eventful;monotonous;sss01;sss02;sss03;sss04;sss05;who01;who02;who03;who04;who05;who_sum;age00;gen00;edu00;eth00;occ00;eth00_other;occ00_other;misc03;misc03_other;misc01;use00;uni00;recordinglength;lzeq_l;lzeq_min;lzeq_max;lzeq_l5;lzeq_l10;lzeq_l50;lzeq_l90;lzeq_l95;lceq_l(c);lceq_min(c);lceq_max(c);lceq_l5(c);lceq_l10(c);lceq_l50(c);lceq_l90(c);lceq_l95(c);laeq_l(a);laeq_min(a);laeq_max(a);laeq_l5(a);laeq_l10(a);laeq_l50(a);laeq_l90(a);laeq_l95(a);n_n5;n_min;n_max;n_n10;n_n50;n_n90;n_n95;s_s;s_min;s_max;s_s5;s_s10;s_s50;s_s90;s_s95;r_r;r_min;r_max;r_r5;r_r10;r_r50;r_r90;r_r95;t_tonalityhms;t_min;t_max;t_t5;t_t10;t_t50;t_t90;t_t95;fs_f;fs_min;fs_max;fs_f5;fs_f10;fs_f50;fs_f90;fs_f95;i_i;i_min;i_max;i_i5;i_i10;i_i50;i_i90;i_i95;sil4_sil(rms);sil4_sil(av);sil4_min;sil4_max;sil4_sil5;sil4_sil10;sil4_sil50;sil4_sil90;sil4_sil95;ra_cp;ra_min;ra_max;ra_cp5;ra_cp10;ra_cp50;ra_cp90;ra_cp95;thd_thd;thd_min;thd_max;thd_l5;thd_l10;thd_l50;thd_l90;thd_l95;ISOPleasant;ISOEventful
CarloV;CarloV2;2CV51;1427;2019-05-16 18:48:00;2019-05-16 18:58:00;37,17685;-3,590392;eng;engISO2018;1,0;1,0;2,0;3,0;5,0;1,0;3,0;3,0;5,0;1,0;3,0;1,0;5,0;4,0;3,0;1,0;4,0;5,0;5,0;4,0;5,0;5,0;96,0;41,0;Female;UniversityGraduate;White;Employed;;;Tourist;;;;;29,0;71,86;58,82;82,56;77,69;75,4;69,11;62,19;61,19;63,88;55,05;74,9;68,65;66,7;61,69;57,67;57,05;54,27;47,2;64,98;58,88;57,62;52,29;49,37;49,0;10,3;0,0;19,2;9,52;7,18;5,95;5,7;1,51;0,0;2,53;1,94;1,81;1,47;1,26;1,23;0,0261;0,0124;0,116;0,0387;0,0345;0,0248;0,0184;0,0164;0,145;0,0;1,01;0,424;0,281;0,0957;0,023;0,0137;0,0345;0,00963;0,104;0,0818;0,0752;0,0219;0,014;0,0123;0,419;0,23;1,95;0,698;0,595;0,38;0,294;0,278;46,12;43,97;38,5;57,77;49,21;48,04;43,52;40,65;40,19;11,3;0,598;82,4;28,0;21,9;9,01;4,1;3,22;-2,86;-16,27;68,15;28,74;19,7;0,32;-14,28;-14,9;0,8535533905932737;-0,14644660940672632
CarloV;CarloV2;2CV62;1407;2019-05-16 19:20:00;2019-05-16 19:30:00;37,17685;-3,590392;eng;engISO2018;1,0;1,0;5,0;4,0;5,0;4,0;5,0;1,0;3,0;2,0;5,0;3,0;5,0;4,0;3,0;1,0;2,0;4,0;5,0;4,0;3,0;4,0;80,0;20,0;Female;HighSchoolGraduate;AsianAsianBritish;Student;;;Tourist;;;Staying;Group;30,77;76,46;61,27;89,8;83,03;81,31;68,85;64,31;63,31;69,71;59,28;81,8;75,48;73,23;66,54;62,81;62,08;65,35;54,24;73,93;70,73;69,2;62,95;58,94;57,78;21,3;0,0;29,3;19,4;13,6;10,3;9,66;1,89;0,0;2,94;2,35;2,24;1,85;1,62;1,56;0,032;0,0146;0,0874;0,0487;0,0447;0,0308;0,0218;0,0199;0,347;0,0;2,42;0,959;0,704;0,256;0,0913;0,0607;0,0459;0,0175;0,0899;0,0816;0,07;0,0457;0,0249;0,022;0,473;0,122;1,17;0,801;0,71;0,446;0,306;0,274;57,06;54,8;45,17;65,1;61,88;60,0;54,21;49,95;48,98;18,8;1,9;59,6;35,3;30,6;17,4;8,88;7,33;-1,22;-9,39;72,49;38,63;30,3;10,19;-5,72;-6,94;0,3838834764831844;0,6338834764831844
CarloV;CarloV2;2CV62;1408;2019-05-16 19:20:00;2019-05-16 19:30:00;37,17685;-3,590392;eng;engISO2018;1,0;1,0;3,0;3,0;5,0;2,0;5,0;2,0;4,0;2,0;4,0;1,0;5,0;4,0;3,0;1,0;4,0;4,0;2,0;4,0;1,0;4,0;60,0;21,0;Female;SomeCollege;White;Student;;;Tourist;;;Staying;Group;30,77;76,46;61,27;89,8;83,03;81,31;68,85;64,31;63,31;69,71;59,28;81,8;75,48;73,23;66,54;62,81;62,08;65,35;54,24;73,93;70,73;69,2;62,95;58,94;57,78;21,3;0,0;29,3;19,4;13,6;10,3;9,66;1,89;0,0;2,94;2,35;2,24;1,85;1,62;1,56;0,032;0,0146;0,0874;0,0487;0,0447;0,0308;0,0218;0,0199;0,347;0,0;2,42;0,959;0,704;0,256;0,0913;0,0607;0,0459;0,0175;0,0899;0,0816;0,07;0,0457;0,0249;0,022;0,473;0,122;1,17;0,801;0,71;0,446;0,306;0,274;57,06;54,8;45,17;65,1;61,88;60,0;54,21;49,95;48,98;18,8;1,9;59,6;35,3;30,6;17,4;8,88;7,33;-1,22;-9,39;72,49;38,63;30,3;10,19;-5,72;-6,94;0,7499999999999999;0,35355339059327384
CarloV;CarloV2;2CV62;1409;2019-05-16 19:20:00;2019-05-16 19:30:00;37,17685;-3,590392;eng;engISO2018;1,0;2,0;4,0;4,0;4,0;2,0;5,0;1,0;4,0;1,0;5,0;1,0;4,0;5,0;4,0;1,0;3,0;4,0;3,0;5,0;2,0;4,0;72,0;20,0;Female;SomeCollege;BlackAfricanCaribbeanBlackBritish;Student;;;Tourist;;;Staying;Group;30,77;76,46;61,27;89,8;83,03;81,31;68,85;64,31;63,31;69,71;59,28;81,8;75,48;73,23;66,54;62,81;62,08;65,35;54,24;73,93;70,73;69,2;62,95;58,94;57,78;21,3;0,0;29,3;19,4;13,6;10,3;9,66;1,89;0,0;2,94;2,35;2,24;1,85;1,62;1,56;0,032;0,0146;0,0874;0,0487;0,0447;0,0308;0,0218;0,0199;0,347;0,0;2,42;0,959;0,704;0,256;0,0913;0,0607;0,0459;0,0175;0,0899;0,0816;0,07;0,0457;0,0249;0,022;0,473;0,122;1,17;0,801;0,71;0,446;0,306;0,274;57,06;54,8;45,17;65,1;61,88;60,0;54,21;49,95;48,98;18,8;1,9;59,6;35,3;30,6;17,4;8,88;7,33;-1,22;-9,39;72,49;38,63;30,3;10,19;-5,72;-6,94;0,75;0,5606601717798214
CarloV;CarloV2;2CV62;1410;2019-05-16 19:20:00;2019-05-16 19:30:00;37,17685;-3,590392;eng;engISO2018;3,0;3,0;3,0;3,0;5,0;4,0;5,0;1,0;4,0;1,0;5,0;3,0;5,0;5,0;3,0;1,0;4,0;5,0;5,0;5,0;4,0;4,0;92,0;19,0;Female;SomeCollege;White;Student;;;Tourist;;;Staying;Group;30,77;76,46;61,27;89,8;83,03;81,31;68,85;64,31;63,31;69,71;59,28;81,8;75,48;73,23;66,54;62,81;62,08;65,35;54,24;73,93;70,73;69,2;62,95;58,94;57,78;21,3;0,0;29,3;19,4;13,6;10,3;9,66;1,89;0,0;2,94;2,35;2,24;1,85;1,62;1,56;0,032;0,0146;0,0874;0,0487;0,0447;0,0308;0,0218;0,0199;0,347;0,0;2,42;0,959;0,704;0,256;0,0913;0,0607;0,0459;0,0175;0,0899;0,0816;0,07;0,0457;0,0249;0,022;0,473;0,122;1,17;0,801;0,71;0,446;0,306;0,274;57,06;54,8;45,17;65,1;61,88;60,0;54,21;49,95;48,98;18,8;1,9;59,6;35,3;30,6;17,4;8,88;7,33;-1,22;-9,39;72,49;38,63;30,3;10,19;-5,72;-6,94;0,5606601717798212;0,5606601717798212
CarloV;CarloV2;2CV62;1411;2019-05-16 19:20:00;2019-05-16 19:30:00;37,17685;-3,590392;eng;engISO2018;1,0;1,0;4,0;3,0;4,0;3,0;4,0;1,0;3,0;1,0;4,0;1,0;4,0;4,0;4,0;1,0;2,0;5,0;4,0;5,0;4,0;3,0;84,0;20,0;Female;SomeCollege;BlackAfricanCaribbeanBlackBritish;Student;;;Tourist;;;Staying;Group;30,77;76,46;61,27;89,8;83,03;81,31;68,85;64,31;63,31;69,71;59,28;81,8;75,48;73,23;66,54;62,81;62,08;65,35;54,24;73,93;70,73;69,2;62,95;58,94;57,78;21,3;0,0;29,3;19,4;13,6;10,3;9,66;1,89;0,0;2,94;2,35;2,24;1,85;1,62;1,56;0,032;0,0146;0,0874;0,0487;0,0447;0,0308;0,0218;0,0199;0,347;0,0;2,42;0,959;0,704;0,256;0,0913;0,0607;0,0459;0,0175;0,0899;0,0816;0,07;0,0457;0,0249;0,022;0,473;0,122;1,17;0,801;0,71;0,446;0,306;0,274;57,06;54,8;45,17;65,1;61,88;60,0;54,21;49,95;48,98;18,8;1,9;59,6;35,3;30,6;17,4;8,88;7,33;-1,22;-9,39;72,49;38,63;30,3;10,19;-5,72;-6,94;0,5303300858899106;0,5303300858899108
CarloV;CarloV2;2CV62;1412;2019-05-16 19:20:00;2019-05-16 19:30:00;37,17685;-3,590392;eng;engISO2018;;3,0;3,0;2,0;4,0;5,0;3,0;3,0;3,0;5,0;3,0;3,0;5,0;5,0;3,0;1,0;5,0;5,0;3,0;4,0;2,0;3,0;68,0;21,0;Female;SomeCollege;White;Student;;;Tourist;;;Staying;Group;30,77;76,46;61,27;89,8;83,03;81,31;68,85;64,31;63,31;69,71;59,28;81,8;75,48;73,23;66,54;62,81;62,08;65,35;54,24;73,93;70,73;69,2;62,95;58,94;57,78;21,3;0,0;29,3;19,4;13,6;10,3;9,66;1,89;0,0;2,94;2,35;2,24;1,85;1,62;1,56;0,032;0,0146;0,0874;0,0487;0,0447;0,0308;0,0218;0,0199;0,347;0,0;2,42;0,959;0,704;0,256;0,0913;0,0607;0,0459;0,0175;0,0899;0,0816;0,07;0,0457;0,0249;0,022;0,473;0,122;1,17;0,801;0,71;0,446;0,306;0,274;57,06;54,8;45,17;65,1;61,88;60,0;54,21;49,95;48,98;18,8;1,9;59,6;35,3;30,6;17,4;8,88;7,33;-1,22;-9,39;72,49;38,63;30,3;10,19;-5,72;-6,94;-0,2500000000000001;0,14644660940672624
CarloV;CarloV2;2CV62;1413;2019-05-16 19:20:00;2019-05-16 19:30:00;37,17685;-3,590392;eng;engISO2018;1,0;1,0;5,0;5,0;5,0;4,0;5,0;2,0;4,0;2,0;5,0;2,0;5,0;4,0;3,0;1,0;2,0;4,0;5,0;4,0;3,0;4,0;80,0;23,0;Female;SomeCollege;White;Student;;;Tourist;;;Staying;Group;30,77;76,46;61,27;89,8;83,03;81,31;68,85;64,31;63,31;69,71;59,28;81,8;75,48;73,23;66,54;62,81;62,08;65,35;54,24;73,93;70,73;69,2;62,95;58,94;57,78;21,3;0,0;29,3;19,4;13,6;10,3;9,66;1,89;0,0;2,94;2,35;2,24;1,85;1,62;1,56;0,032;0,0146;0,0874;0,0487;0,0447;0,0308;0,0218;0,0199;0,347;0,0;2,42;0,959;0,704;0,256;0,0913;0,0607;0,0459;0,0175;0,0899;0,0816;0,07;0,0457;0,0249;0,022;0,473;0,122;1,17;0,801;0,71;0,446;0,306;0,274;57,06;54,8;45,17;65,1;61,88;60,0;54,21;49,95;48,98;18,8;1,9;59,6;35,3;30,6;17,4;8,88;7,33;-1,22;-9,39;72,49;38,63;30,3;10,19;-5,72;-6,94;0,5303300858899106;0,5303300858899106
CarloV;CarloV2;2CV62;1414;2019-05-16 19:20:00;2019-05-16 19:30:00;37,17685;-3,590392;eng;engISO2018;4,0;4,0;4,0;4,0;4,0;3,0;4,0;4,0;4,0;2,0;2,0;4,0;4,0;3,0;3,0;1,0;1,0;4,0;4,0;4,0;3,0;4,0;76,0;21,0;Female;SomeCollege;White;Employed;;;Tourist;;;Staying;Group;30,77;76,46;61,27;89,8;83,03;81,31;68,85;64,31;63,31;69,71;59,28;81,8;75,48;73,23;66,54;62,81;62,08;65,35;54,24;73,93;70,73;69,2;62,95;58,94;57,78;21,3;0,0;29,3;19,4;13,6;10,3;9,66;1,89;0,0;2,94;2,35;2,24;1,85;1,62;1,56;0,032;0,0146;0,0874;0,0487;0,0447;0,0308;0,0218;0,0199;0,347;0,0;2,42;0,959;0,704;0,256;0,0913;0,0607;0,0459;0,0175;0,0899;0,0816;0,07;0,0457;0,0249;0,022;0,473;0,122;1,17;0,801;0,71;0,446;0,306;0,274;57,06;54,8;45,17;65,1;61,88;60,0;54,21;49,95;48,98;18,8;1,9;59,6;35,3;30,6;17,4;8,88;7,33;-1,22;-9,39;72,49;38,63;30,3;10,19;-5,72;-6,94;0,2803300858899105;-0,28033008588991054
CarloV;CarloV2;2CV62;1415;2019-05-16 19:20:00;2019-05-16 19:30:00;37,17685;-3,590392;eng;engISO2018;1,0;1,0;3,0;3,0;4,0;4,0;5,0;2,0;4,0;2,0;5,0;1,0;5,0;5,0;3,0;1,0;3,0;4,0;4,0;4,0;4,0;4,0;80,0;20,0;Female;SomeCollege;White;Student;;;Tourist;;;Staying;Group;30,77;76,46;61,27;89,8;83,03;81,31;68,85;64,31;63,31;69,71;59,28;81,8;75,48;73,23;66,54;62,81;62,08;65,35;54,24;73,93;70,73;69,2;62,95;58,94;57,78;21,3;0,0;29,3;19,4;13,6;10,3;9,66;1,89;0,0;2,94;2,35;2,24;1,85;1,62;1,56;0,032;0,0146;0,0874;0,0487;0,0447;0,0308;0,0218;0,0199;0,347;0,0;2,42;0,959;0,704;0,256;0,0913;0,0607;0,0459;0,0175;0,0899;0,0816;0,07;0,0457;0,0249;0,022;0,473;0,122;1,17;0,801;0,71;0,446;0,306;0,274;57,06;54,8;45,17;65,1;61,88;60,0;54,21;49,95;48,98;18,8;1,9;59,6;35,3;30,6;17,4;8,88;7,33;-1,22;-9,39;72,49;38,63;30,3;10,19;-5,72;-6,94;0,4999999999999999;0,6035533905932737
CarloV;CarloV2;2CV62;1416;2019-05-16 19:20:00;2019-05-16 19:30:00;37,17685;-3,590392;eng;engISO2018;1,0;1,0;3,0;1,0;5,0;1,0;5,0;5,0;5,0;2,0;1,0;1,0;5,0;5,0;3,0;1,0;3,0;5,0;5,0;5,0;5,0;5,0;100,0;20,0;Female;SomeCollege;White;Student;;;Tourist;;;Staying;Group;30,77;76,46;61,27;89,8;83,03;81,31;68,85;64,31;63,31;69,71;59,28;81,8;75,48;73,23;66,54;62,81;62,08;65,35;54,24;73,93;70,73;69,2;62,95;58,94;57,78;21,3;0,0;29,3;19,4;13,6;10,3;9,66;1,89;0,0;2,94;2,35;2,24;1,85;1,62;1,56;0,032;0,0146;0,0874;0,0487;0,0447;0,0308;0,0218;0,0199;0,347;0,0;2,42;0,959;0,704;0,256;0,0913;0,0607;0,0459;0,0175;0,0899;0,0816;0,07;0,0457;0,0249;0,022;0,473;0,122;1,17;0,801;0,71;0,446;0,306;0,274;57,06;54,8;45,17;65,1;61,88;60,0;54,21;49,95;48,98;18,8;1,9;59,6;35,3;30,6;17,4;8,88;7,33;-1,22;-9,39;72,49;38,63;30,3;10,19;-5,72;-6,94;0,8964466094067263;-0,4142135623730951
CarloV;CarloV2;2CV62;1417;2019-05-16 19:20:00;2019-05-16 19:30:00;37,17685;-3,590392;eng;engISO2018;2,0;2,0;4,0;4,0;4,0;2,0;3,0;2,0;4,0;3,0;4,0;3,0;3,0;4,0;3,0;1,0;1,0;4,0;4,0;4,0;4,0;4,0;80,0;22,0;Female;SomeCollege;White;Student;;;Tourist;;No;Staying;Group;30,77;76,46;61,27;89,8;83,03;81,31;68,85;64,31;63,31;69,71;59,28;81,8;75,48;73,23;66,54;62,81;62,08;65,35;54,24;73,93;70,73;69,2;62,95;58,94;57,78;21,3;0,0;29,3;19,4;13,6;10,3;9,66;1,89;0,0;2,94;2,35;2,24;1,85;1,62;1,56;0,032;0,0146;0,0874;0,0487;0,0447;0,0308;0,0218;0,0199;0,347;0,0;2,42;0,959;0,704;0,256;0,0913;0,0607;0,0459;0,0175;0,0899;0,0816;0,07;0,0457;0,0249;0,022;0,473;0,122;1,17;0,801;0,71;0,446;0,306;0,274;57,06;54,8;45,17;65,1;61,88;60,0;54,21;49,95;48,98;18,8;1,9;59,6;35,3;30,6;17,4;8,88;7,33;-1,22;-9,39;72,49;38,63;30,3;10,19;-5,72;-6,94;0,24999999999999992;0,060660171779821304
CarloV;CarloV2;2CV62;1419;2019-05-16 19:20:00;2019-05-16 19:30:00;37,17685;-3,590392;eng;engISO2018;2,0;2,0;3,0;3,0;5,0;2,0;4,0;2,0;4,0;1,0;4,0;3,0;5,0;1,0;3,0;1,0;3,0;4,0;4,0;4,0;4,0;5,0;84,0;21,0;Male;UniversityGraduate;White;Student;;;Tourist;;;Staying;Group;30,77;76,46;61,27;89,8;83,03;81,31;68,85;64,31;63,31;69,71;59,28;81,8;75,48;73,23;66,54;62,81;62,08;65,35;54,24;73,93;70,73;69,2;62,95;58,94;57,78;21,3;0,0;29,3;19,4;13,6;10,3;9,66;1,89;0,0;2,94;2,35;2,24;1,85;1,62;1,56;0,032;0,0146;0,0874;0,0487;0,0447;0,0308;0,0218;0,0199;0,347;0,0;2,42;0,959;0,704;0,256;0,0913;0,0607;0,0459;0,0175;0,0899;0,0816;0,07;0,0457;0,0249;0,022;0,473;0,122;1,17;0,801;0,71;0,446;0,306;0,274;57,06;54,8;45,17;65,1;61,88;60,0;54,21;49,95;48,98;18,8;1,9;59,6;35,3;30,6;17,4;8,88;7,33;-1,22;-9,39;72,49;38,63;30,3;10,19;-5,72;-6,94;0,6338834764831843;0,13388347648318438
CarloV;CarloV2;2CV62;1421;2019-05-16 19:20:00;2019-05-16 19:30:00;37,17685;-3,590392;eng;engISO2018;1,0;1,0;3,0;3,0;5,0;1,0;5,0;3,0;5,0;1,0;3,0;3,0;5,0;4,0;2,0;1,0;2,0;5,0;5,0;5,0;5,0;5,0;100,0;20,0;Female;SomeCollege;White;Student;;;Tourist;;;Staying;Group;30,77;76,46;61,27;89,8;83,03;81,31;68,85;64,31;63,31;69,71;59,28;81,8;75,48;73,23;66,54;62,81;62,08;65,35;54,24;73,93;70,73;69,2;62,95;58,94;57,78;21,3;0,0;29,3;19,4;13,6;10,3;9,66;1,89;0,0;2,94;2,35;2,24;1,85;1,62;1,56;0,032;0,0146;0,0874;0,0487;0,0447;0,0308;0,0218;0,0199;0,347;0,0;2,42;0,959;0,704;0,256;0,0913;0,0607;0,0459;0,0175;0,0899;0,0816;0,07;0,0457;0,0249;0,022;0,473;0,122;1,17;0,801;0,71;0,446;0,306;0,274;57,06;54,8;45,17;65,1;61,88;60,0;54,21;49,95;48,98;18,8;1,9;59,6;35,3;30,6;17,4;8,88;7,33;-1,22;-9,39;72,49;38,63;30,3;10,19;-5,72;-6,94;0,8535533905932737;-0,14644660940672632
CarloV;CarloV2;2CV62;1422;2019-05-16 19:20:00;2019-05-16 19:30:00;37,17685;-3,590392;eng;engISO2018;1,0;1,0;4,0;5,0;5,0;1,0;5,0;1,0;5,0;1,0;5,0;1,0;5,0;5,0;3,0;1,0;5,0;5,0;5,0;5,0;5,0;5,0;100,0;21,0;Female;SomeCollege;White;Student;;;Tourist;;;Staying;Group;30,77;76,46;61,27;89,8;83,03;81,31;68,85;64,31;63,31;69,71;59,28;81,8;75,48;73,23;66,54;62,81;62,08;65,35;54,24;73,93;70,73;69,2;62,95;58,94;57,78;21,3;0,0;29,3;19,4;13,6;10,3;9,66;1,89;0,0;2,94;2,35;2,24;1,85;1,62;1,56;0,032;0,0146;0,0874;0,0487;0,0447;0,0308;0,0218;0,0199;0,347;0,0;2,42;0,959;0,704;0,256;0,0913;0,0607;0,0459;0,0175;0,0899;0,0816;0,07;0,0457;0,0249;0,022;0,473;0,122;1,17;0,801;0,71;0,446;0,306;0,274;57,06;54,8;45,17;65,1;61,88;60,0;54,21;49,95;48,98;18,8;1,9;59,6;35,3;30,6;17,4;8,88;7,33;-1,22;-9,39;72,49;38,63;30,3;10,19;-5,72;-6,94;1,0;0,4142135623730951
CarloV;CarloV2;2CV62;1423;2019-05-16 19:20:00;2019-05-16 19:30:00;37,17685;-3,590392;eng;engISO2018;1,0;1,0;4,0;3,0;4,0;2,0;5,0;2,0;3,0;2,0;4,0;2,0;4,0;4,0;2,0;1,0;1,0;4,0;4,0;4,0;4,0;4,0;80,0;21,0;Male;UniversityGraduate;White;Student;;;Tourist;;Peaceful;Staying;Group;30,77;76,46;61,27;89,8;83,03;81,31;68,85;64,31;63,31;69,71;59,28;81,8;75,48;73,23;66,54;62,81;62,08;65,35;54,24;73,93;70,73;69,2;62,95;58,94;57,78;21,3;0,0;29,3;19,4;13,6;10,3;9,66;1,89;0,0;2,94;2,35;2,24;1,85;1,62;1,56;0,032;0,0146;0,0874;0,0487;0,0447;0,0308;0,0218;0,0199;0,347;0,0;2,42;0,959;0,704;0,256;0,0913;0,0607;0,0459;0,0175;0,0899;0,0816;0,07;0,0457;0,0249;0,022;0,473;0,122;1,17;0,801;0,71;0,446;0,306;0,274;57,06;54,8;45,17;65,1;61,88;60,0;54,21;49,95;48,98;18,8;1,9;59,6;35,3;30,6;17,4;8,88;7,33;-1,22;-9,39;72,49;38,63;30,3;10,19;-5,72;-6,94;0,4999999999999999;0,35355339059327384
CarloV;CarloV2;2CV62;1424;2019-05-16 19:20:00;2019-05-16 19:30:00;37,17685;-3,590392;eng;engISO2018;1,0;1,0;4,0;3,0;5,0;5,0;5,0;1,0;4,0;2,0;4,0;5,0;5,0;4,0;3,0;1,0;2,0;5,0;5,0;5,0;5,0;5,0;100,0;19,0;Female;SomeCollege;White;Student;;;Tourist;;;Staying;Group;30,77;76,46;61,27;89,8;83,03;81,31;68,85;64,31;63,31;69,71;59,28;81,8;75,48;73,23;66,54;62,81;62,08;65,35;54,24;73,93;70,73;69,2;62,95;58,94;57,78;21,3;0,0;29,3;19,4;13,6;10,3;9,66;1,89;0,0;2,94;2,35;2,24;1,85;1,62;1,56;0,032;0,0146;0,0874;0,0487;0,0447;0,0308;0,0218;0,0199;0,347;0,0;2,42;0,959;0,704;0,256;0,0913;0,0607;0,0459;0,0175;0,0899;0,0816;0,07;0,0457;0,0249;0,022;0,473;0,122;1,17;0,801;0,71;0,446;0,306;0,274;57,06;54,8;45,17;65,1;61,88;60,0;54,21;49,95;48,98;18,8;1,9;59,6;35,3;30,6;17,4;8,88;7,33;-1,22;-9,39;72,49;38,63;30,3;10,19;-5,72;-6,94;0,23743686707645809;0,38388347648318444
PlazaBibRambla;PlazaBibRambla1;BIB11;1457;2019-05-15 13:00:00;2019-05-15 13:10:00;37,175395;-3,599808;eng;engISO2018;3,0;1,0;2,0;3,0;4,0;3,0;3,0;3,0;3,0;2,0;3,0;3,0;3,0;3,0;2,0;1,0;3,0;4,0;4,0;4,0;4,0;4,0;80,0;69,0;Male;UniversityGraduate;White;Retired;;;Tourist;;;PassingThrough;Couple;32,47;68,89;63,7;78,47;72,39;70,99;67,95;65,77;65,25;68,23;62,83;78,45;72,03;70,64;67,06;64,81;64,21;66,22;58,38;77,36;70,79;69,41;64,48;61,22;60,14;21,4;0,0;34,0;19,7;15,6;13,0;12,4;2,03;0,0;3,33;2,46;2,33;2,0;1,77;1,72;0,037;0,0161;0,411;0,0541;0,0479;0,0326;0,024;0,022;0,316;0,0;2,69;0,922;0,653;0,225;0,0537;0,0353;0,0539;0,0142;0,146;0,118;0,0928;0,0453;0,0267;0,0203;0,463;0,165;1,96;0,876;0,716;0,396;0,291;0,273;58,8;56,8;50,41;67,91;62,41;61,04;56,72;53,17;51,9;17,3;0,972;99,1;39,6;31,1;14,3;7,38;5,83;-0,14;-7,2;56,31;40,13;32,1;10,95;-3,57;-4,3;0,2071067811865474;9,197388681172371e-17
PlazaBibRambla;PlazaBibRambla1;BIB14;1444;2019-05-15 13:10:00;2019-05-15 13:20:00;37,175395;-3,599808;eng;engISO2018;1,0;2,0;4,0;3,0;5,0;1,0;5,0;1,0;2,0;1,0;5,0;1,0;5,0;5,0;3,0;1,0;4,0;3,0;2,0;3,0;3,0;4,0;60,0;32,0;Male;PostgraduateDegree;White;Employed;;;Tourist;;;;;30,81;70,11;65,82;79,8;72,85;71,82;69,22;67,53;67,12;68,5;64,91;72,87;70,88;70,38;68,1;66,26;65,97;65,75;59,64;71,93;68,61;67,9;65,34;62,71;62,17;20,2;0,0;24,5;19,2;16,6;14,3;13,7;1,94;0,0;2,69;2,21;2,12;1,92;1,77;1,73;0,0375;0,0186;0,101;0,0584;0,0515;0,0355;0,0257;0,0233;0,399;0,0;1,6;0,885;0,718;0,34;0,152;0,107;0,0253;0,0113;0,071;0,0628;0,0455;0,0228;0,0151;0,0134;0,34;0,195;1,17;0,57;0,48;0,309;0,244;0,232;57,78;57,14;51,37;62,25;60,23;59,53;57,11;54,99;54,43;12,3;1,08;50,2;22,0;18,8;11,4;6,4;5,31;-0,33;-11,38;62,25;39,71;30,4;6,97;-7,68;-8,99;0,7803300858899107;0,6338834764831844
PlazaBibRambla;PlazaBibRambla1;BIB5;1454;2019-05-15 12:39:00;2019-05-15 12:49:00;37,175395;-3,599808;eng;engISO2018;3,0;1,0;4,0;2,0;5,0;3,0;4,0;3,0;2,0;1,0;3,0;1,0;4,0;3,0;3,0;1,0;3,0;2,0;;;;;8,0;64,0;Female;SomeCollege;AsianAsianBritish;Employed;;;Tourist;;;;;36,14;68,24;61,83;76,46;71,75;70,48;67,2;64,34;63,75;67,81;61,1;76,44;71,5;70,21;66,67;63,77;63,02;65,05;56,89;73,41;69,57;68,1;63,52;59,73;58,72;20,7;0,0;26,1;19,4;15,1;12,1;11,4;1,93;0,0;2,94;2,35;2,24;1,9;1,73;1,69;0,0343;0,0148;0,125;0,0508;0,0463;0,0326;0,0237;0,0214;0,355;0,0;2,53;1,24;0,752;0,216;0,048;0,0334;0,0284;0,00913;0,0673;0,0612;0,0551;0,0256;0,0144;0,0121;0,354;0,158;1,06;0,553;0,472;0,334;0,254;0,234;57,38;55,59;49,23;62,83;60,92;59,73;55,5;51,68;50,79;13,4;1,39;65,3;29,8;23,5;11,6;5,7;4,55;-1,16;-12,63;54,91;38,97;30,39;7,03;-10,09;-11,02;0,5606601717798212;0,29289321881345254
CarloV;CarloV1;CV14;1395;2019-05-15 19:10:00;2019-05-15 19:20:00;37,17685;-3,590392;eng;engISO2018;2,0;1,0;3,0;3,0;4,0;3,0;4,0;3,0;3,0;3,0;4,0;2,0;4,0;4,0;3,0;1,0;1,0;4,0;3,0;2,0;4,0;4,0;68,0;34,0;Male;UniversityGraduate;White;Employed;;;Tourist;;;;;30,59;69,31;53,82;84,17;76,57;73,39;62,36;56,22;55,61;61,81;51,94;76,73;68,26;65,77;58,13;53,91;53,39;55,93;44,1;69,99;61,05;58,25;51,55;47,25;46,52;10,8;0,0;22,5;9,47;6,57;5,13;4,85;1,6;0,0;2,73;1,99;1,88;1,59;1,36;1,29;0,0254;0,0109;0,0664;0,0435;0,0376;0,0234;0,0162;0,0149;0,205;0,0;1,38;0,592;0,401;0,125;0,0236;0,0139;0,0312;0,0127;0,0856;0,058;0,0505;0,0285;0,0182;0,0156;0,51;0,233;1,41;0,841;0,727;0,482;0,333;0,305;47,93;43,97;36,04;61,84;51,55;49,41;43,11;39,4;38,57;12,2;0,719;84,4;27,3;21,6;10,2;5,03;3,83;-3,07;-16,57;66,15;29,66;20,05;-0,42;-13,85;-14,77;0,24999999999999986;0,2500000000000001
